,country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
70477,GB,United Kingdom,Plymouth,2020-04-02,-79.0,-35.0,-17.0,-70.0,-69.0,26.0
70478,GB,United Kingdom,Plymouth,2020-04-03,-79.0,-35.0,-16.0,-68.0,-68.0,26.0
70479,GB,United Kingdom,Plymouth,2020-04-04,-84.0,-39.0,-18.0,-64.0,-56.0,18.0
70480,GB,United Kingdom,Plymouth,2020-04-05,-85.0,-45.0,-34.0,-65.0,-54.0,
70481,GB,United Kingdom,Plymouth,2020-04-06,-76.0,-34.0,0.0,-67.0,-68.0,24.0
70482,GB,United Kingdom,Plymouth,2020-04-07,-78.0,-36.0,-22.0,-67.0,-69.0,26.0
70483,GB,United Kingdom,Plymouth,2020-04-08,-77.0,-32.0,-21.0,-66.0,-68.0,25.0
70484,GB,United Kingdom,Plymouth,2020-04-09,-75.0,-25.0,-2.0,-64.0,-68.0,24.0
70485,GB,United Kingdom,Plymouth,2020-04-10,-82.0,-42.0,-12.0,-72.0,-80.0,30.0
70486,GB,United Kingdom,Plymouth,2020-04-11,-83.0,-37.0,-25.0,-63.0,-56.0,18.0
70487,GB,United Kingdom,Plymouth,2020-04-12,-93.0,-70.0,-25.0,-64.0,-58.0,
70488,GB,United Kingdom,Plymouth,2020-04-13,-80.0,-43.0,-4.0,-75.0,-82.0,28.0
70489,GB,United Kingdom,Plymouth,2020-04-14,-75.0,-31.0,-21.0,-64.0,-66.0,25.0
70490,GB,United Kingdom,Plymouth,2020-04-15,-75.0,-33.0,-24.0,-66.0,-67.0,25.0
70491,GB,United Kingdom,Plymouth,2020-04-16,-76.0,-33.0,-2.0,-66.0,-66.0,25.0
70492,GB,United Kingdom,Plymouth,2020-04-17,-80.0,-40.0,-49.0,-70.0,-67.0,27.0
70493,GB,United Kingdom,Plymouth,2020-04-18,-83.0,-40.0,-31.0,-64.0,-53.0,18.0
70494,GB,United Kingdom,Plymouth,2020-04-19,-82.0,-43.0,-8.0,-59.0,-49.0,14.0
70495,GB,United Kingdom,Plymouth,2020-04-20,-74.0,-33.0,8.0,-62.0,-65.0,23.0
70496,GB,United Kingdom,Plymouth,2020-04-21,-75.0,-34.0,-5.0,-63.0,-65.0,25.0
70497,GB,United Kingdom,Plymouth,2020-04-22,-75.0,-33.0,-6.0,-62.0,-65.0,24.0
70498,GB,United Kingdom,Plymouth,2020-04-23,-74.0,-30.0,19.0,-62.0,-64.0,24.0
70499,GB,United Kingdom,Plymouth,2020-04-24,-75.0,-34.0,-12.0,-62.0,-65.0,25.0
70500,GB,United Kingdom,Plymouth,2020-04-25,-80.0,-37.0,-14.0,-56.0,-52.0,17.0
70501,GB,United Kingdom,Plymouth,2020-04-26,-79.0,-40.0,-7.0,-56.0,-47.0,13.0
70502,GB,United Kingdom,Plymouth,2020-04-27,-72.0,-32.0,3.0,-62.0,-63.0,23.0
70503,GB,United Kingdom,Plymouth,2020-04-28,-74.0,-34.0,-29.0,-66.0,-65.0,23.0
70504,GB,United Kingdom,Plymouth,2020-04-29,-75.0,-34.0,-35.0,-65.0,-64.0,25.0
70505,GB,United Kingdom,Plymouth,2020-04-30,-77.0,-32.0,-33.0,-68.0,-65.0,25.0
70506,GB,United Kingdom,Plymouth,2020-05-01,-75.0,-31.0,-3.0,-63.0,-63.0,25.0
70507,GB,United Kingdom,Plymouth,2020-05-02,-79.0,-34.0,6.0,-57.0,-51.0,16.0
70508,GB,United Kingdom,Plymouth,2020-05-03,-81.0,-42.0,-33.0,-61.0,-47.0,14.0
70509,GB,United Kingdom,Plymouth,2020-05-04,-70.0,-30.0,12.0,-59.0,-62.0,22.0
70510,GB,United Kingdom,Plymouth,2020-05-05,-74.0,-35.0,-37.0,-67.0,-63.0,25.0
70511,GB,United Kingdom,Plymouth,2020-05-06,-70.0,-27.0,12.0,-58.0,-62.0,22.0
70512,GB,United Kingdom,Plymouth,2020-05-07,-70.0,-20.0,27.0,-59.0,-62.0,22.0
70513,GB,United Kingdom,Plymouth,2020-05-08,-78.0,-39.0,14.0,-68.0,-77.0,28.0
70514,GB,United Kingdom,Plymouth,2020-05-09,-80.0,-35.0,17.0,-55.0,-52.0,16.0
70515,GB,United Kingdom,Plymouth,2020-05-10,-79.0,-40.0,3.0,-53.0,-44.0,13.0
70516,GB,United Kingdom,Plymouth,2020-05-11,-68.0,-30.0,16.0,-59.0,-60.0,21.0
70517,GB,United Kingdom,Plymouth,2020-05-12,-68.0,-28.0,27.0,-57.0,-59.0,22.0
70518,GB,United Kingdom,Plymouth,2020-05-13,-70.0,-31.0,9.0,-58.0,-59.0,21.0
70519,GB,United Kingdom,Plymouth,2020-05-14,-68.0,-23.0,58.0,-53.0,-59.0,20.0
70520,GB,United Kingdom,Plymouth,2020-05-15,-70.0,-26.0,55.0,-52.0,-58.0,21.0
70521,GB,United Kingdom,Plymouth,2020-05-16,-76.0,-29.0,41.0,-46.0,-45.0,14.0
70522,GB,United Kingdom,Plymouth,2020-05-17,-75.0,-30.0,46.0,-38.0,-40.0,10.0
70523,GB,United Kingdom,Plymouth,2020-05-18,-63.0,-22.0,77.0,-50.0,-57.0,19.0
70524,GB,United Kingdom,Plymouth,2020-05-19,-66.0,-23.0,62.0,-48.0,-56.0,20.0
70525,GB,United Kingdom,Plymouth,2020-05-20,-66.0,-22.0,58.0,-49.0,-57.0,19.0
70526,GB,United Kingdom,Plymouth,2020-05-21,-65.0,-21.0,74.0,-49.0,-57.0,19.0
70527,GB,United Kingdom,Plymouth,2020-05-22,-67.0,-22.0,27.0,-52.0,-56.0,21.0
70528,GB,United Kingdom,Plymouth,2020-05-23,-74.0,-26.0,22.0,-48.0,-42.0,14.0
70529,GB,United Kingdom,Plymouth,2020-05-24,-71.0,-26.0,62.0,-35.0,-37.0,9.0
70530,GB,United Kingdom,Plymouth,2020-05-25,-66.0,-29.0,143.0,-55.0,-78.0,21.0
70531,GB,United Kingdom,Plymouth,2020-05-26,-61.0,-15.0,85.0,-45.0,-56.0,18.0
70532,GB,United Kingdom,Plymouth,2020-05-27,-63.0,-20.0,71.0,-46.0,-55.0,17.0
70533,GB,United Kingdom,Plymouth,2020-05-28,-62.0,-15.0,102.0,-44.0,-55.0,18.0
70534,GB,United Kingdom,Plymouth,2020-05-29,-64.0,-18.0,79.0,-41.0,-54.0,18.0
70535,GB,United Kingdom,Plymouth,2020-05-30,-71.0,-20.0,72.0,-33.0,-35.0,10.0
70536,GB,United Kingdom,Plymouth,2020-05-31,-70.0,-23.0,63.0,-29.0,-29.0,7.0
70537,GB,United Kingdom,Plymouth,2020-06-01,-57.0,-15.0,117.0,-39.0,-50.0,15.0
70538,GB,United Kingdom,Plymouth,2020-06-02,-61.0,-18.0,91.0,-37.0,-50.0,16.0
70539,GB,United Kingdom,Plymouth,2020-06-03,-63.0,-26.0,-10.0,-50.0,-50.0,19.0
70540,GB,United Kingdom,Plymouth,2020-06-04,-61.0,-18.0,52.0,-42.0,-50.0,17.0
70541,GB,United Kingdom,Plymouth,2020-06-05,-64.0,-20.0,48.0,-44.0,-50.0,18.0
70542,GB,United Kingdom,Plymouth,2020-06-06,-71.0,-25.0,3.0,-46.0,-38.0,13.0
70543,GB,United Kingdom,Plymouth,2020-06-07,-65.0,-25.0,51.0,-20.0,-28.0,8.0
70544,GB,United Kingdom,Plymouth,2020-06-08,-58.0,-19.0,49.0,-43.0,-49.0,16.0
70545,GB,United Kingdom,Plymouth,2020-06-09,-59.0,-20.0,66.0,-42.0,-49.0,17.0
70546,GB,United Kingdom,Plymouth,2020-06-10,-61.0,-23.0,9.0,-49.0,-49.0,18.0
70547,GB,United Kingdom,Plymouth,2020-06-11,-60.0,-19.0,38.0,-48.0,-50.0,18.0
70548,GB,United Kingdom,Plymouth,2020-06-12,-64.0,-24.0,13.0,-48.0,-49.0,19.0
70549,GB,United Kingdom,Plymouth,2020-06-13,-67.0,-22.0,32.0,-43.0,-30.0,12.0
70550,GB,United Kingdom,Plymouth,2020-06-14,-64.0,-23.0,77.0,-31.0,-23.0,7.0
70551,GB,United Kingdom,Portsmouth,2020-02-15,-10.0,-7.0,-37.0,-7.0,-4.0,3.0
70552,GB,United Kingdom,Portsmouth,2020-02-16,-18.0,-12.0,-50.0,-11.0,-6.0,2.0
70553,GB,United Kingdom,Portsmouth,2020-02-17,18.0,2.0,10.0,3.0,-13.0,2.0
70554,GB,United Kingdom,Portsmouth,2020-02-18,23.0,2.0,16.0,7.0,-13.0,2.0
70555,GB,United Kingdom,Portsmouth,2020-02-19,12.0,1.0,-9.0,-2.0,-13.0,2.0
70556,GB,United Kingdom,Portsmouth,2020-02-20,9.0,-2.0,-15.0,-5.0,-13.0,3.0
70557,GB,United Kingdom,Portsmouth,2020-02-21,11.0,1.0,17.0,3.0,-14.0,2.0
70558,GB,United Kingdom,Portsmouth,2020-02-22,-7.0,-2.0,-11.0,-2.0,-2.0,1.0
70559,GB,United Kingdom,Portsmouth,2020-02-23,-8.0,-5.0,-12.0,1.0,-3.0,0.0
70560,GB,United Kingdom,Portsmouth,2020-02-24,-4.0,-2.0,-14.0,-1.0,-1.0,1.0
70561,GB,United Kingdom,Portsmouth,2020-02-25,7.0,6.0,-4.0,5.0,1.0,0.0
70562,GB,United Kingdom,Portsmouth,2020-02-26,3.0,0.0,2.0,-2.0,1.0,0.0
70563,GB,United Kingdom,Portsmouth,2020-02-27,3.0,1.0,0.0,-3.0,0.0,1.0
70564,GB,United Kingdom,Portsmouth,2020-02-28,10.0,0.0,-27.0,5.0,0.0,0.0
70565,GB,United Kingdom,Portsmouth,2020-02-29,2.0,2.0,-16.0,-1.0,0.0,0.0
70566,GB,United Kingdom,Portsmouth,2020-03-01,8.0,2.0,29.0,3.0,1.0,-1.0
70567,GB,United Kingdom,Portsmouth,2020-03-02,27.0,4.0,29.0,12.0,0.0,-1.0
70568,GB,United Kingdom,Portsmouth,2020-03-03,-2.0,2.0,16.0,2.0,-1.0,0.0
70569,GB,United Kingdom,Portsmouth,2020-03-04,-6.0,1.0,-21.0,-3.0,-1.0,1.0
70570,GB,United Kingdom,Portsmouth,2020-03-05,-8.0,-4.0,-27.0,-8.0,-3.0,2.0
70571,GB,United Kingdom,Portsmouth,2020-03-06,5.0,3.0,25.0,2.0,-1.0,-1.0
70572,GB,United Kingdom,Portsmouth,2020-03-07,-6.0,2.0,-1.0,-2.0,0.0,0.0
70573,GB,United Kingdom,Portsmouth,2020-03-08,0.0,3.0,15.0,1.0,1.0,-1.0
70574,GB,United Kingdom,Portsmouth,2020-03-09,3.0,5.0,10.0,0.0,1.0,0.0
70575,GB,United Kingdom,Portsmouth,2020-03-10,8.0,6.0,-4.0,3.0,1.0,0.0
70576,GB,United Kingdom,Portsmouth,2020-03-11,-1.0,6.0,2.0,-5.0,1.0,1.0
70577,GB,United Kingdom,Portsmouth,2020-03-12,-1.0,9.0,0.0,-3.0,0.0,1.0
70578,GB,United Kingdom,Portsmouth,2020-03-13,-3.0,9.0,14.0,0.0,-2.0,2.0
70579,GB,United Kingdom,Portsmouth,2020-03-14,-10.0,8.0,11.0,-7.0,-3.0,2.0
70580,GB,United Kingdom,Portsmouth,2020-03-15,-16.0,8.0,1.0,-10.0,-4.0,1.0
70581,GB,United Kingdom,Portsmouth,2020-03-16,0.0,20.0,64.0,-4.0,-8.0,3.0
70582,GB,United Kingdom,Portsmouth,2020-03-17,-19.0,24.0,3.0,-18.0,-13.0,6.0
70583,GB,United Kingdom,Portsmouth,2020-03-18,-27.0,27.0,-7.0,-30.0,-21.0,9.0
70584,GB,United Kingdom,Portsmouth,2020-03-19,-29.0,26.0,-16.0,-34.0,-26.0,11.0
70585,GB,United Kingdom,Portsmouth,2020-03-20,-37.0,12.0,-3.0,-33.0,-28.0,12.0
70586,GB,United Kingdom,Portsmouth,2020-03-21,-57.0,5.0,25.0,-39.0,-25.0,10.0
70587,GB,United Kingdom,Portsmouth,2020-03-22,-63.0,-16.0,18.0,-41.0,-29.0,8.0
70588,GB,United Kingdom,Portsmouth,2020-03-23,-50.0,-9.0,8.0,-46.0,-44.0,16.0
70589,GB,United Kingdom,Portsmouth,2020-03-24,-77.0,-24.0,-12.0,-58.0,-58.0,23.0
70590,GB,United Kingdom,Portsmouth,2020-03-25,-77.0,-25.0,-3.0,-64.0,-63.0,25.0
70591,GB,United Kingdom,Portsmouth,2020-03-26,-78.0,-26.0,5.0,-65.0,-65.0,26.0
70592,GB,United Kingdom,Portsmouth,2020-03-27,-80.0,-28.0,-3.0,-68.0,-65.0,27.0
70593,GB,United Kingdom,Portsmouth,2020-03-28,-87.0,-38.0,-39.0,-72.0,-57.0,19.0
70594,GB,United Kingdom,Portsmouth,2020-03-29,-88.0,-43.0,-46.0,-71.0,-54.0,
70595,GB,United Kingdom,Portsmouth,2020-03-30,-78.0,-31.0,-16.0,-71.0,-67.0,26.0
70596,GB,United Kingdom,Portsmouth,2020-03-31,-79.0,-28.0,-12.0,-68.0,-67.0,27.0
70597,GB,United Kingdom,Portsmouth,2020-04-01,-79.0,-28.0,-11.0,-69.0,-68.0,27.0
70598,GB,United Kingdom,Portsmouth,2020-04-02,-79.0,-31.0,-8.0,-71.0,-68.0,28.0
70599,GB,United Kingdom,Portsmouth,2020-04-03,-81.0,-27.0,1.0,-70.0,-66.0,28.0
70600,GB,United Kingdom,Portsmouth,2020-04-04,-87.0,-36.0,-22.0,-70.0,-55.0,19.0
70601,GB,United Kingdom,Portsmouth,2020-04-05,-86.0,-40.0,-18.0,-67.0,-54.0,
70602,GB,United Kingdom,Portsmouth,2020-04-06,-78.0,-29.0,9.0,-68.0,-67.0,26.0
70603,GB,United Kingdom,Portsmouth,2020-04-07,-78.0,-29.0,1.0,-64.0,-68.0,27.0
70604,GB,United Kingdom,Portsmouth,2020-04-08,-79.0,-26.0,0.0,-66.0,-67.0,26.0
70605,GB,United Kingdom,Portsmouth,2020-04-09,-76.0,-17.0,18.0,-66.0,-67.0,26.0
70606,GB,United Kingdom,Portsmouth,2020-04-10,-82.0,-32.0,8.0,-73.0,-80.0,31.0
70607,GB,United Kingdom,Portsmouth,2020-04-11,-86.0,-30.0,-19.0,-67.0,-55.0,19.0
70608,GB,United Kingdom,Portsmouth,2020-04-12,-91.0,-61.0,-10.0,-66.0,-58.0,
70609,GB,United Kingdom,Portsmouth,2020-04-13,-81.0,-39.0,-6.0,-77.0,-83.0,31.0
70610,GB,United Kingdom,Portsmouth,2020-04-14,-77.0,-25.0,-11.0,-66.0,-66.0,26.0
70611,GB,United Kingdom,Portsmouth,2020-04-15,-78.0,-24.0,6.0,-67.0,-66.0,26.0
70612,GB,United Kingdom,Portsmouth,2020-04-16,-77.0,-28.0,4.0,-66.0,-66.0,27.0
70613,GB,United Kingdom,Portsmouth,2020-04-17,-84.0,-37.0,-46.0,-72.0,-67.0,29.0
70614,GB,United Kingdom,Portsmouth,2020-04-18,-85.0,-37.0,-35.0,-65.0,-53.0,19.0
70615,GB,United Kingdom,Portsmouth,2020-04-19,-84.0,-41.0,-4.0,-58.0,-48.0,
70616,GB,United Kingdom,Portsmouth,2020-04-20,-74.0,-30.0,8.0,-62.0,-64.0,25.0
70617,GB,United Kingdom,Portsmouth,2020-04-21,-76.0,-30.0,,-60.0,-65.0,25.0
70618,GB,United Kingdom,Portsmouth,2020-04-22,-76.0,-28.0,,-63.0,-65.0,25.0
70619,GB,United Kingdom,Portsmouth,2020-04-23,-74.0,-28.0,21.0,-61.0,-64.0,26.0
70620,GB,United Kingdom,Portsmouth,2020-04-24,-77.0,-30.0,4.0,-63.0,-64.0,26.0
70621,GB,United Kingdom,Portsmouth,2020-04-25,-83.0,-34.0,-17.0,-61.0,-49.0,17.0
70622,GB,United Kingdom,Portsmouth,2020-04-26,-82.0,-38.0,1.0,-57.0,-45.0,
70623,GB,United Kingdom,Portsmouth,2020-04-27,-72.0,-29.0,13.0,-61.0,-64.0,24.0
70624,GB,United Kingdom,Portsmouth,2020-04-28,-79.0,-38.0,-51.0,-68.0,-65.0,24.0
70625,GB,United Kingdom,Portsmouth,2020-04-29,-77.0,-32.0,-35.0,-66.0,-64.0,26.0
70626,GB,United Kingdom,Portsmouth,2020-04-30,-77.0,-31.0,-40.0,-67.0,-64.0,27.0
70627,GB,United Kingdom,Portsmouth,2020-05-01,-77.0,-27.0,-14.0,-64.0,-62.0,26.0
70628,GB,United Kingdom,Portsmouth,2020-05-02,-81.0,-31.0,-1.0,-61.0,-48.0,17.0
70629,GB,United Kingdom,Portsmouth,2020-05-03,-83.0,-40.0,-24.0,-62.0,-47.0,
70630,GB,United Kingdom,Portsmouth,2020-05-04,-71.0,-28.0,21.0,-62.0,-62.0,24.0
70631,GB,United Kingdom,Portsmouth,2020-05-05,-74.0,-29.0,,-63.0,-62.0,25.0
70632,GB,United Kingdom,Portsmouth,2020-05-06,-72.0,-23.0,,-62.0,-61.0,24.0
70633,GB,United Kingdom,Portsmouth,2020-05-07,-69.0,-19.0,27.0,-59.0,-62.0,23.0
70634,GB,United Kingdom,Portsmouth,2020-05-08,-77.0,-32.0,39.0,-65.0,-78.0,29.0
70635,GB,United Kingdom,Portsmouth,2020-05-09,-82.0,-31.0,15.0,-60.0,-48.0,16.0
70636,GB,United Kingdom,Portsmouth,2020-05-10,-83.0,-39.0,-26.0,-61.0,-44.0,
70637,GB,United Kingdom,Portsmouth,2020-05-11,-68.0,-27.0,1.0,-61.0,-61.0,23.0
70638,GB,United Kingdom,Portsmouth,2020-05-12,-69.0,-25.0,,-57.0,-60.0,23.0
70639,GB,United Kingdom,Portsmouth,2020-05-13,-70.0,-23.0,,-59.0,-59.0,23.0
70640,GB,United Kingdom,Portsmouth,2020-05-14,-68.0,-24.0,30.0,-57.0,-61.0,22.0
70641,GB,United Kingdom,Portsmouth,2020-05-15,-70.0,-23.0,54.0,-54.0,-60.0,23.0
70642,GB,United Kingdom,Portsmouth,2020-05-16,-78.0,-28.0,,-51.0,-45.0,14.0
70643,GB,United Kingdom,Portsmouth,2020-05-17,-76.0,-29.0,,-43.0,-38.0,11.0
70644,GB,United Kingdom,Portsmouth,2020-05-18,-61.0,-21.0,82.0,-51.0,-58.0,21.0
70645,GB,United Kingdom,Portsmouth,2020-05-19,-63.0,-19.0,,-46.0,-59.0,21.0
70646,GB,United Kingdom,Portsmouth,2020-05-20,-63.0,-16.0,,-46.0,-57.0,21.0
70647,GB,United Kingdom,Portsmouth,2020-05-21,-62.0,-16.0,88.0,-49.0,-58.0,21.0
70648,GB,United Kingdom,Portsmouth,2020-05-22,-69.0,-20.0,22.0,-54.0,-58.0,23.0
70649,GB,United Kingdom,Portsmouth,2020-05-23,-76.0,-25.0,1.0,-53.0,-41.0,14.0
70650,GB,United Kingdom,Portsmouth,2020-05-24,-72.0,-24.0,,-36.0,-36.0,9.0
70651,GB,United Kingdom,Portsmouth,2020-05-25,-58.0,-24.0,195.0,-49.0,-78.0,24.0
70652,GB,United Kingdom,Portsmouth,2020-05-26,-59.0,-14.0,,-43.0,-58.0,19.0
70653,GB,United Kingdom,Portsmouth,2020-05-27,-61.0,-15.0,,-44.0,-57.0,20.0
70654,GB,United Kingdom,Portsmouth,2020-05-28,-58.0,-14.0,94.0,-45.0,-57.0,20.0
70655,GB,United Kingdom,Portsmouth,2020-05-29,-61.0,-14.0,103.0,-44.0,-56.0,19.0
70656,GB,United Kingdom,Portsmouth,2020-05-30,-71.0,-18.0,,-34.0,-32.0,11.0
70657,GB,United Kingdom,Portsmouth,2020-05-31,-68.0,-20.0,,-27.0,-26.0,8.0
70658,GB,United Kingdom,Portsmouth,2020-06-01,-53.0,-14.0,111.0,-43.0,-52.0,17.0
70659,GB,United Kingdom,Portsmouth,2020-06-02,-58.0,-16.0,,-37.0,-53.0,17.0
70660,GB,United Kingdom,Portsmouth,2020-06-03,-65.0,-20.0,-13.0,-52.0,-53.0,21.0
70661,GB,United Kingdom,Portsmouth,2020-06-04,-59.0,-18.0,30.0,-48.0,-52.0,19.0
70662,GB,United Kingdom,Portsmouth,2020-06-05,-65.0,-18.0,36.0,-50.0,-51.0,20.0
70663,GB,United Kingdom,Portsmouth,2020-06-06,-75.0,-22.0,-4.0,-50.0,-34.0,13.0
70664,GB,United Kingdom,Portsmouth,2020-06-07,-69.0,-22.0,,-36.0,-26.0,8.0
70665,GB,United Kingdom,Portsmouth,2020-06-08,-56.0,-20.0,63.0,-47.0,-50.0,18.0
70666,GB,United Kingdom,Portsmouth,2020-06-09,-60.0,-18.0,,-44.0,-50.0,18.0
70667,GB,United Kingdom,Portsmouth,2020-06-10,-64.0,-20.0,,-51.0,-51.0,20.0
70668,GB,United Kingdom,Portsmouth,2020-06-11,-63.0,-21.0,8.0,-50.0,-51.0,20.0
70669,GB,United Kingdom,Portsmouth,2020-06-12,-67.0,-21.0,-1.0,-52.0,-50.0,20.0
70670,GB,United Kingdom,Portsmouth,2020-06-13,-68.0,-17.0,,-34.0,-25.0,10.0
70671,GB,United Kingdom,Portsmouth,2020-06-14,-66.0,-22.0,,-30.0,-16.0,7.0
70672,GB,United Kingdom,Powys,2020-02-15,-18.0,-8.0,-39.0,-22.0,-7.0,
70673,GB,United Kingdom,Powys,2020-02-16,-11.0,0.0,-7.0,-10.0,-11.0,
70674,GB,United Kingdom,Powys,2020-02-17,12.0,6.0,24.0,-1.0,-21.0,4.0
70675,GB,United Kingdom,Powys,2020-02-18,8.0,8.0,16.0,-4.0,-16.0,3.0
70676,GB,United Kingdom,Powys,2020-02-19,8.0,2.0,10.0,-7.0,-16.0,4.0
70677,GB,United Kingdom,Powys,2020-02-20,6.0,5.0,8.0,-9.0,-17.0,3.0
70678,GB,United Kingdom,Powys,2020-02-21,9.0,3.0,14.0,-2.0,-15.0,2.0
70679,GB,United Kingdom,Powys,2020-02-22,-4.0,2.0,-12.0,-7.0,1.0,
70680,GB,United Kingdom,Powys,2020-02-23,2.0,1.0,-4.0,-2.0,-4.0,
70681,GB,United Kingdom,Powys,2020-02-24,-2.0,-3.0,-1.0,-14.0,-7.0,4.0
70682,GB,United Kingdom,Powys,2020-02-25,0.0,8.0,7.0,-6.0,2.0,1.0
70683,GB,United Kingdom,Powys,2020-02-26,7.0,-2.0,7.0,-6.0,-1.0,2.0
70684,GB,United Kingdom,Powys,2020-02-27,7.0,5.0,10.0,-1.0,2.0,0.0
70685,GB,United Kingdom,Powys,2020-02-28,2.0,2.0,-10.0,-4.0,0.0,1.0
70686,GB,United Kingdom,Powys,2020-02-29,-4.0,4.0,-24.0,-8.0,-1.0,
70687,GB,United Kingdom,Powys,2020-03-01,8.0,5.0,8.0,-2.0,4.0,
70688,GB,United Kingdom,Powys,2020-03-02,11.0,6.0,19.0,1.0,1.0,0.0
70689,GB,United Kingdom,Powys,2020-03-03,8.0,6.0,24.0,4.0,2.0,0.0
70690,GB,United Kingdom,Powys,2020-03-04,3.0,3.0,1.0,-8.0,0.0,1.0
70691,GB,United Kingdom,Powys,2020-03-05,4.0,7.0,8.0,2.0,1.0,0.0
70692,GB,United Kingdom,Powys,2020-03-06,13.0,9.0,20.0,5.0,1.0,0.0
70693,GB,United Kingdom,Powys,2020-03-07,6.0,4.0,0.0,1.0,3.0,
70694,GB,United Kingdom,Powys,2020-03-08,8.0,8.0,10.0,4.0,5.0,
70695,GB,United Kingdom,Powys,2020-03-09,7.0,6.0,9.0,-4.0,1.0,1.0
70696,GB,United Kingdom,Powys,2020-03-10,1.0,6.0,5.0,4.0,1.0,1.0
70697,GB,United Kingdom,Powys,2020-03-11,4.0,6.0,4.0,-4.0,1.0,1.0
70698,GB,United Kingdom,Powys,2020-03-12,-1.0,12.0,2.0,-7.0,2.0,2.0
70699,GB,United Kingdom,Powys,2020-03-13,10.0,17.0,28.0,5.0,1.0,1.0
70700,GB,United Kingdom,Powys,2020-03-14,-2.0,16.0,12.0,-3.0,-3.0,
70701,GB,United Kingdom,Powys,2020-03-15,0.0,20.0,9.0,-4.0,-4.0,
70702,GB,United Kingdom,Powys,2020-03-16,9.0,22.0,44.0,-3.0,-5.0,3.0
70703,GB,United Kingdom,Powys,2020-03-17,-8.0,22.0,6.0,-12.0,-8.0,5.0
70704,GB,United Kingdom,Powys,2020-03-18,-18.0,16.0,-8.0,-24.0,-14.0,8.0
70705,GB,United Kingdom,Powys,2020-03-19,-21.0,17.0,-4.0,-23.0,-18.0,10.0
70706,GB,United Kingdom,Powys,2020-03-20,-20.0,11.0,14.0,-24.0,-19.0,10.0
70707,GB,United Kingdom,Powys,2020-03-21,-43.0,16.0,26.0,-23.0,-22.0,
70708,GB,United Kingdom,Powys,2020-03-22,-49.0,-2.0,48.0,-6.0,-22.0,
70709,GB,United Kingdom,Powys,2020-03-23,-33.0,-7.0,24.0,-29.0,-35.0,13.0
70710,GB,United Kingdom,Powys,2020-03-24,-62.0,-25.0,-11.0,-44.0,-47.0,18.0
70711,GB,United Kingdom,Powys,2020-03-25,-70.0,-29.0,-16.0,-48.0,-56.0,22.0
70712,GB,United Kingdom,Powys,2020-03-26,-73.0,-31.0,-17.0,-49.0,-58.0,22.0
70713,GB,United Kingdom,Powys,2020-03-27,-74.0,-31.0,-31.0,-54.0,-58.0,23.0
70714,GB,United Kingdom,Powys,2020-03-28,-87.0,-41.0,-61.0,-64.0,-54.0,
70715,GB,United Kingdom,Powys,2020-03-29,-88.0,-50.0,-56.0,-63.0,-51.0,
70716,GB,United Kingdom,Powys,2020-03-30,-75.0,-34.0,-31.0,-58.0,-61.0,22.0
70717,GB,United Kingdom,Powys,2020-03-31,-74.0,-33.0,-24.0,-53.0,-62.0,22.0
70718,GB,United Kingdom,Powys,2020-04-01,-75.0,-38.0,-29.0,-55.0,-63.0,23.0
70719,GB,United Kingdom,Powys,2020-04-02,-78.0,-33.0,-36.0,-63.0,-62.0,24.0
70720,GB,United Kingdom,Powys,2020-04-03,-75.0,-33.0,-33.0,-55.0,-61.0,
70721,GB,United Kingdom,Powys,2020-04-04,-82.0,-41.0,-51.0,-62.0,-51.0,
70722,GB,United Kingdom,Powys,2020-04-05,-86.0,-45.0,-46.0,-53.0,-46.0,
70723,GB,United Kingdom,Powys,2020-04-06,-70.0,-36.0,-17.0,-55.0,-61.0,22.0
70724,GB,United Kingdom,Powys,2020-04-07,-72.0,-35.0,-14.0,-42.0,-62.0,22.0
70725,GB,United Kingdom,Powys,2020-04-08,-73.0,-29.0,-20.0,-51.0,-61.0,23.0
70726,GB,United Kingdom,Powys,2020-04-09,-70.0,-20.0,-23.0,-48.0,-61.0,22.0
70727,GB,United Kingdom,Powys,2020-04-10,-79.0,-40.0,-36.0,-62.0,-76.0,
70728,GB,United Kingdom,Powys,2020-04-11,-84.0,-33.0,-48.0,-56.0,-52.0,
70729,GB,United Kingdom,Powys,2020-04-12,-87.0,-77.0,-45.0,-55.0,-55.0,
70730,GB,United Kingdom,Powys,2020-04-13,-84.0,-48.0,-33.0,-63.0,-82.0,
70731,GB,United Kingdom,Powys,2020-04-14,-69.0,-23.0,-19.0,-42.0,-61.0,21.0
70732,GB,United Kingdom,Powys,2020-04-15,-71.0,-30.0,-19.0,-46.0,-61.0,23.0
70733,GB,United Kingdom,Powys,2020-04-16,-71.0,-28.0,-18.0,-46.0,-61.0,23.0
70734,GB,United Kingdom,Powys,2020-04-17,-75.0,-34.0,-40.0,-53.0,-60.0,
70735,GB,United Kingdom,Powys,2020-04-18,-82.0,-39.0,-63.0,-65.0,-51.0,
70736,GB,United Kingdom,Powys,2020-04-19,-79.0,-44.0,-32.0,-49.0,-47.0,
