,country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
57651,GB,United Kingdom,,2020-02-15,-12.0,-7.0,-35.0,-12.0,-4.0,2.0
57652,GB,United Kingdom,,2020-02-16,-7.0,-6.0,-28.0,-7.0,-3.0,1.0
57653,GB,United Kingdom,,2020-02-17,10.0,1.0,24.0,-2.0,-14.0,2.0
57654,GB,United Kingdom,,2020-02-18,7.0,-1.0,20.0,-3.0,-14.0,2.0
57655,GB,United Kingdom,,2020-02-19,6.0,-2.0,8.0,-4.0,-14.0,3.0
57656,GB,United Kingdom,,2020-02-20,5.0,-2.0,4.0,-5.0,-14.0,3.0
57657,GB,United Kingdom,,2020-02-21,5.0,-1.0,10.0,-3.0,-15.0,3.0
57658,GB,United Kingdom,,2020-02-22,-4.0,-2.0,-7.0,-2.0,-2.0,1.0
57659,GB,United Kingdom,,2020-02-23,-1.0,-2.0,-5.0,3.0,-1.0,0.0
57660,GB,United Kingdom,,2020-02-24,-3.0,-1.0,-9.0,-2.0,-2.0,1.0
57661,GB,United Kingdom,,2020-02-25,-1.0,4.0,3.0,1.0,1.0,0.0
57662,GB,United Kingdom,,2020-02-26,1.0,0.0,6.0,-1.0,1.0,0.0
57663,GB,United Kingdom,,2020-02-27,2.0,1.0,8.0,0.0,0.0,0.0
57664,GB,United Kingdom,,2020-02-28,1.0,1.0,-13.0,0.0,-1.0,1.0
57665,GB,United Kingdom,,2020-02-29,1.0,1.0,-14.0,-2.0,0.0,0.0
57666,GB,United Kingdom,,2020-03-01,7.0,2.0,14.0,5.0,1.0,-1.0
57667,GB,United Kingdom,,2020-03-02,4.0,4.0,14.0,0.0,1.0,0.0
57668,GB,United Kingdom,,2020-03-03,2.0,3.0,11.0,-1.0,1.0,0.0
57669,GB,United Kingdom,,2020-03-04,2.0,3.0,2.0,-2.0,1.0,1.0
57670,GB,United Kingdom,,2020-03-05,-1.0,2.0,1.0,-3.0,0.0,1.0
57671,GB,United Kingdom,,2020-03-06,5.0,6.0,22.0,1.0,1.0,0.0
57672,GB,United Kingdom,,2020-03-07,0.0,2.0,7.0,-1.0,1.0,0.0
57673,GB,United Kingdom,,2020-03-08,4.0,2.0,15.0,2.0,1.0,-1.0
57674,GB,United Kingdom,,2020-03-09,0.0,4.0,4.0,-3.0,0.0,1.0
57675,GB,United Kingdom,,2020-03-10,-2.0,5.0,4.0,-4.0,0.0,1.0
57676,GB,United Kingdom,,2020-03-11,0.0,5.0,10.0,-6.0,0.0,1.0
57677,GB,United Kingdom,,2020-03-12,-1.0,11.0,5.0,-8.0,-1.0,2.0
57678,GB,United Kingdom,,2020-03-13,-2.0,11.0,12.0,-9.0,-4.0,2.0
57679,GB,United Kingdom,,2020-03-14,-10.0,7.0,1.0,-15.0,-2.0,2.0
57680,GB,United Kingdom,,2020-03-15,-11.0,7.0,-1.0,-16.0,-4.0,2.0
57681,GB,United Kingdom,,2020-03-16,-3.0,20.0,29.0,-16.0,-9.0,4.0
57682,GB,United Kingdom,,2020-03-17,-15.0,21.0,6.0,-27.0,-16.0,7.0
57683,GB,United Kingdom,,2020-03-18,-21.0,22.0,-3.0,-34.0,-23.0,10.0
57684,GB,United Kingdom,,2020-03-19,-21.0,24.0,2.0,-37.0,-27.0,11.0
57685,GB,United Kingdom,,2020-03-20,-28.0,10.0,6.0,-40.0,-29.0,13.0
57686,GB,United Kingdom,,2020-03-21,-50.0,1.0,2.0,-46.0,-25.0,11.0
57687,GB,United Kingdom,,2020-03-22,-56.0,-14.0,20.0,-46.0,-30.0,9.0
57688,GB,United Kingdom,,2020-03-23,-45.0,-8.0,1.0,-53.0,-45.0,17.0
57689,GB,United Kingdom,,2020-03-24,-71.0,-24.0,-14.0,-64.0,-58.0,24.0
57690,GB,United Kingdom,,2020-03-25,-73.0,-26.0,-12.0,-68.0,-64.0,26.0
57691,GB,United Kingdom,,2020-03-26,-74.0,-28.0,-11.0,-70.0,-66.0,27.0
57692,GB,United Kingdom,,2020-03-27,-76.0,-29.0,-26.0,-71.0,-66.0,28.0
57693,GB,United Kingdom,,2020-03-28,-83.0,-39.0,-54.0,-74.0,-57.0,20.0
57694,GB,United Kingdom,,2020-03-29,-85.0,-46.0,-52.0,-75.0,-55.0,15.0
57695,GB,United Kingdom,,2020-03-30,-74.0,-32.0,-33.0,-73.0,-69.0,27.0
57696,GB,United Kingdom,,2020-03-31,-74.0,-30.0,-21.0,-72.0,-70.0,27.0
57697,GB,United Kingdom,,2020-04-01,-75.0,-32.0,-29.0,-73.0,-69.0,28.0
57698,GB,United Kingdom,,2020-04-02,-75.0,-32.0,-24.0,-73.0,-70.0,29.0
57699,GB,United Kingdom,,2020-04-03,-76.0,-30.0,-25.0,-72.0,-69.0,29.0
57700,GB,United Kingdom,,2020-04-04,-81.0,-36.0,-38.0,-72.0,-57.0,19.0
57701,GB,United Kingdom,,2020-04-05,-82.0,-41.0,-29.0,-70.0,-54.0,15.0
57702,GB,United Kingdom,,2020-04-06,-73.0,-31.0,-20.0,-72.0,-70.0,27.0
57703,GB,United Kingdom,,2020-04-07,-73.0,-29.0,-7.0,-69.0,-70.0,27.0
57704,GB,United Kingdom,,2020-04-08,-73.0,-27.0,-14.0,-70.0,-70.0,27.0
57705,GB,United Kingdom,,2020-04-09,-71.0,-20.0,-13.0,-70.0,-70.0,27.0
57706,GB,United Kingdom,,2020-04-10,-78.0,-33.0,-18.0,-75.0,-80.0,32.0
57707,GB,United Kingdom,,2020-04-11,-81.0,-32.0,-37.0,-70.0,-57.0,19.0
57708,GB,United Kingdom,,2020-04-12,-89.0,-63.0,-33.0,-71.0,-58.0,16.0
57709,GB,United Kingdom,,2020-04-13,-78.0,-41.0,-21.0,-78.0,-83.0,31.0
57710,GB,United Kingdom,,2020-04-14,-71.0,-26.0,-10.0,-69.0,-70.0,27.0
57711,GB,United Kingdom,,2020-04-15,-72.0,-27.0,-6.0,-69.0,-69.0,27.0
57712,GB,United Kingdom,,2020-04-16,-73.0,-27.0,-7.0,-70.0,-69.0,28.0
57713,GB,United Kingdom,,2020-04-17,-75.0,-30.0,-33.0,-71.0,-68.0,29.0
57714,GB,United Kingdom,,2020-04-18,-81.0,-37.0,-47.0,-71.0,-54.0,19.0
57715,GB,United Kingdom,,2020-04-19,-80.0,-40.0,-12.0,-66.0,-49.0,14.0
57716,GB,United Kingdom,,2020-04-20,-71.0,-30.0,-2.0,-68.0,-67.0,25.0
57717,GB,United Kingdom,,2020-04-21,-72.0,-28.0,2.0,-67.0,-67.0,26.0
57718,GB,United Kingdom,,2020-04-22,-72.0,-28.0,1.0,-67.0,-66.0,27.0
57719,GB,United Kingdom,,2020-04-23,-72.0,-27.0,6.0,-67.0,-66.0,27.0
57720,GB,United Kingdom,,2020-04-24,-73.0,-26.0,-4.0,-66.0,-65.0,27.0
57721,GB,United Kingdom,,2020-04-25,-78.0,-32.0,-23.0,-65.0,-51.0,18.0
57722,GB,United Kingdom,,2020-04-26,-78.0,-37.0,-10.0,-64.0,-48.0,14.0
57723,GB,United Kingdom,,2020-04-27,-69.0,-29.0,-3.0,-66.0,-65.0,25.0
57724,GB,United Kingdom,,2020-04-28,-74.0,-33.0,-42.0,-71.0,-66.0,25.0
57725,GB,United Kingdom,,2020-04-29,-73.0,-30.0,-31.0,-69.0,-66.0,27.0
57726,GB,United Kingdom,,2020-04-30,-74.0,-28.0,-31.0,-69.0,-66.0,27.0
57727,GB,United Kingdom,,2020-05-01,-74.0,-27.0,-22.0,-67.0,-64.0,27.0
57728,GB,United Kingdom,,2020-05-02,-78.0,-30.0,-18.0,-63.0,-49.0,17.0
57729,GB,United Kingdom,,2020-05-03,-79.0,-37.0,-21.0,-64.0,-46.0,14.0
57730,GB,United Kingdom,,2020-05-04,-69.0,-27.0,4.0,-64.0,-64.0,24.0
57731,GB,United Kingdom,,2020-05-05,-70.0,-25.0,4.0,-64.0,-64.0,25.0
57732,GB,United Kingdom,,2020-05-06,-69.0,-22.0,16.0,-62.0,-63.0,25.0
57733,GB,United Kingdom,,2020-05-07,-67.0,-15.0,16.0,-62.0,-63.0,25.0
57734,GB,United Kingdom,,2020-05-08,-75.0,-28.0,14.0,-68.0,-77.0,30.0
57735,GB,United Kingdom,,2020-05-09,-78.0,-29.0,-6.0,-62.0,-48.0,17.0
57736,GB,United Kingdom,,2020-05-10,-80.0,-37.0,-38.0,-68.0,-45.0,14.0
57737,GB,United Kingdom,,2020-05-11,-67.0,-25.0,-8.0,-64.0,-62.0,24.0
57738,GB,United Kingdom,,2020-05-12,-68.0,-23.0,7.0,-62.0,-62.0,24.0
57739,GB,United Kingdom,,2020-05-13,-68.0,-23.0,6.0,-62.0,-61.0,25.0
57740,GB,United Kingdom,,2020-05-14,-67.0,-21.0,28.0,-61.0,-61.0,23.0
57741,GB,United Kingdom,,2020-05-15,-69.0,-21.0,21.0,-60.0,-60.0,24.0
57742,GB,United Kingdom,,2020-05-16,-74.0,-25.0,5.0,-58.0,-43.0,15.0
57743,GB,United Kingdom,,2020-05-17,-74.0,-29.0,27.0,-55.0,-39.0,12.0
57744,GB,United Kingdom,,2020-05-18,-63.0,-20.0,36.0,-59.0,-59.0,22.0
57745,GB,United Kingdom,,2020-05-19,-64.0,-18.0,51.0,-57.0,-59.0,22.0
57746,GB,United Kingdom,,2020-05-20,-64.0,-16.0,68.0,-56.0,-59.0,22.0
57747,GB,United Kingdom,,2020-05-21,-64.0,-16.0,51.0,-58.0,-59.0,23.0
57748,GB,United Kingdom,,2020-05-22,-66.0,-18.0,14.0,-59.0,-58.0,24.0
57749,GB,United Kingdom,,2020-05-23,-72.0,-23.0,-12.0,-59.0,-41.0,15.0
57750,GB,United Kingdom,,2020-05-24,-71.0,-25.0,38.0,-52.0,-36.0,11.0
57751,GB,United Kingdom,,2020-05-25,-64.0,-23.0,136.0,-60.0,-77.0,24.0
57752,GB,United Kingdom,,2020-05-26,-60.0,-14.0,66.0,-55.0,-59.0,21.0
57753,GB,United Kingdom,,2020-05-27,-61.0,-15.0,65.0,-55.0,-58.0,22.0
57754,GB,United Kingdom,,2020-05-28,-60.0,-12.0,77.0,-55.0,-58.0,22.0
57755,GB,United Kingdom,,2020-05-29,-62.0,-12.0,67.0,-53.0,-56.0,22.0
57756,GB,United Kingdom,,2020-05-30,-69.0,-16.0,48.0,-49.0,-31.0,12.0
57757,GB,United Kingdom,,2020-05-31,-67.0,-19.0,67.0,-45.0,-26.0,9.0
57758,GB,United Kingdom,,2020-06-01,-56.0,-13.0,74.0,-51.0,-53.0,19.0
57759,GB,United Kingdom,,2020-06-02,-59.0,-15.0,78.0,-51.0,-54.0,19.0
57760,GB,United Kingdom,,2020-06-03,-62.0,-19.0,0.0,-57.0,-54.0,22.0
57761,GB,United Kingdom,,2020-06-04,-61.0,-17.0,19.0,-56.0,-54.0,22.0
57762,GB,United Kingdom,,2020-06-05,-63.0,-17.0,9.0,-56.0,-53.0,22.0
57763,GB,United Kingdom,,2020-06-06,-70.0,-22.0,-17.0,-57.0,-33.0,14.0
57764,GB,United Kingdom,,2020-06-07,-67.0,-23.0,22.0,-51.0,-28.0,10.0
57765,GB,United Kingdom,,2020-06-08,-56.0,-17.0,44.0,-54.0,-52.0,19.0
57766,GB,United Kingdom,,2020-06-09,-58.0,-17.0,56.0,-53.0,-52.0,20.0
57767,GB,United Kingdom,,2020-06-10,-61.0,-19.0,-1.0,-58.0,-52.0,21.0
57768,GB,United Kingdom,,2020-06-11,-59.0,-17.0,15.0,-58.0,-52.0,21.0
57769,GB,United Kingdom,,2020-06-12,-61.0,-17.0,6.0,-57.0,-51.0,21.0
57770,GB,United Kingdom,,2020-06-13,-65.0,-17.0,41.0,-49.0,-24.0,11.0
57771,GB,United Kingdom,,2020-06-14,-63.0,-20.0,65.0,-46.0,-19.0,8.0
57772,GB,United Kingdom,Aberdeen City,2020-02-15,-3.0,-4.0,-32.0,-4.0,-1.0,2.0
57773,GB,United Kingdom,Aberdeen City,2020-02-16,6.0,0.0,-13.0,4.0,2.0,-1.0
57774,GB,United Kingdom,Aberdeen City,2020-02-17,11.0,0.0,24.0,2.0,-10.0,1.0
57775,GB,United Kingdom,Aberdeen City,2020-02-18,5.0,0.0,26.0,1.0,-6.0,1.0
57776,GB,United Kingdom,Aberdeen City,2020-02-19,2.0,-2.0,9.0,4.0,-6.0,2.0
57777,GB,United Kingdom,Aberdeen City,2020-02-20,-1.0,3.0,-1.0,-1.0,1.0,0.0
57778,GB,United Kingdom,Aberdeen City,2020-02-21,0.0,-1.0,-10.0,-3.0,-1.0,1.0
57779,GB,United Kingdom,Aberdeen City,2020-02-22,0.0,1.0,0.0,3.0,3.0,1.0
57780,GB,United Kingdom,Aberdeen City,2020-02-23,3.0,0.0,4.0,18.0,4.0,-1.0
57781,GB,United Kingdom,Aberdeen City,2020-02-24,-4.0,-7.0,-33.0,1.0,0.0,2.0
57782,GB,United Kingdom,Aberdeen City,2020-02-25,0.0,6.0,12.0,6.0,2.0,0.0
57783,GB,United Kingdom,Aberdeen City,2020-02-26,2.0,0.0,-8.0,6.0,1.0,1.0
57784,GB,United Kingdom,Aberdeen City,2020-02-27,1.0,2.0,-1.0,5.0,3.0,0.0
57785,GB,United Kingdom,Aberdeen City,2020-02-28,3.0,0.0,-18.0,7.0,1.0,0.0
57786,GB,United Kingdom,Aberdeen City,2020-02-29,7.0,4.0,2.0,9.0,3.0,-1.0
57787,GB,United Kingdom,Aberdeen City,2020-03-01,7.0,3.0,-15.0,16.0,2.0,-1.0
57788,GB,United Kingdom,Aberdeen City,2020-03-02,5.0,3.0,17.0,8.0,2.0,0.0
57789,GB,United Kingdom,Aberdeen City,2020-03-03,1.0,4.0,14.0,4.0,1.0,0.0
57790,GB,United Kingdom,Aberdeen City,2020-03-04,5.0,6.0,10.0,1.0,1.0,0.0
57791,GB,United Kingdom,Aberdeen City,2020-03-05,-1.0,5.0,20.0,2.0,2.0,0.0
57792,GB,United Kingdom,Aberdeen City,2020-03-06,0.0,2.0,4.0,2.0,1.0,0.0
57793,GB,United Kingdom,Aberdeen City,2020-03-07,-2.0,2.0,-15.0,3.0,1.0,0.0
57794,GB,United Kingdom,Aberdeen City,2020-03-08,1.0,5.0,21.0,10.0,0.0,-1.0
57795,GB,United Kingdom,Aberdeen City,2020-03-09,3.0,2.0,-2.0,1.0,0.0,1.0
57796,GB,United Kingdom,Aberdeen City,2020-03-10,3.0,5.0,14.0,3.0,1.0,0.0
57797,GB,United Kingdom,Aberdeen City,2020-03-11,0.0,4.0,-8.0,-4.0,0.0,1.0
57798,GB,United Kingdom,Aberdeen City,2020-03-12,-5.0,9.0,-7.0,-8.0,0.0,1.0
57799,GB,United Kingdom,Aberdeen City,2020-03-13,-4.0,9.0,-8.0,-7.0,-2.0,1.0
57800,GB,United Kingdom,Aberdeen City,2020-03-14,-13.0,8.0,-34.0,-11.0,-2.0,3.0
57801,GB,United Kingdom,Aberdeen City,2020-03-15,-8.0,5.0,-22.0,-4.0,-4.0,1.0
57802,GB,United Kingdom,Aberdeen City,2020-03-16,-6.0,17.0,-14.0,-16.0,-9.0,4.0
57803,GB,United Kingdom,Aberdeen City,2020-03-17,-18.0,17.0,-10.0,-25.0,-16.0,7.0
57804,GB,United Kingdom,Aberdeen City,2020-03-18,-24.0,19.0,-4.0,-28.0,-24.0,10.0
57805,GB,United Kingdom,Aberdeen City,2020-03-19,-28.0,20.0,1.0,-32.0,-29.0,12.0
57806,GB,United Kingdom,Aberdeen City,2020-03-20,-35.0,7.0,-9.0,-34.0,-31.0,13.0
57807,GB,United Kingdom,Aberdeen City,2020-03-21,-57.0,1.0,-12.0,-44.0,-26.0,11.0
57808,GB,United Kingdom,Aberdeen City,2020-03-22,-60.0,-15.0,-6.0,-44.0,-32.0,8.0
57809,GB,United Kingdom,Aberdeen City,2020-03-23,-53.0,-14.0,-32.0,-51.0,-48.0,18.0
57810,GB,United Kingdom,Aberdeen City,2020-03-24,-75.0,-26.0,-30.0,-59.0,-61.0,24.0
57811,GB,United Kingdom,Aberdeen City,2020-03-25,-78.0,-26.0,-25.0,-63.0,-67.0,27.0
57812,GB,United Kingdom,Aberdeen City,2020-03-26,-80.0,-28.0,-16.0,-67.0,-69.0,28.0
57813,GB,United Kingdom,Aberdeen City,2020-03-27,-80.0,-28.0,-28.0,-69.0,-69.0,30.0
57814,GB,United Kingdom,Aberdeen City,2020-03-28,-87.0,-36.0,-55.0,-73.0,-60.0,
57815,GB,United Kingdom,Aberdeen City,2020-03-29,-86.0,-41.0,-46.0,-73.0,-58.0,
57816,GB,United Kingdom,Aberdeen City,2020-03-30,-77.0,-32.0,-15.0,-68.0,-70.0,27.0
57817,GB,United Kingdom,Aberdeen City,2020-03-31,-79.0,-30.0,-30.0,-68.0,-71.0,28.0
57818,GB,United Kingdom,Aberdeen City,2020-04-01,-79.0,-30.0,-27.0,-68.0,-70.0,29.0
57819,GB,United Kingdom,Aberdeen City,2020-04-02,-81.0,-33.0,-33.0,-72.0,-71.0,30.0
57820,GB,United Kingdom,Aberdeen City,2020-04-03,-80.0,-29.0,-33.0,-70.0,-70.0,30.0
57821,GB,United Kingdom,Aberdeen City,2020-04-04,-86.0,-31.0,-30.0,-71.0,-60.0,
57822,GB,United Kingdom,Aberdeen City,2020-04-05,-84.0,-37.0,-39.0,-71.0,-57.0,
57823,GB,United Kingdom,Aberdeen City,2020-04-06,-78.0,-30.0,-20.0,-69.0,-71.0,28.0
57824,GB,United Kingdom,Aberdeen City,2020-04-07,-79.0,-30.0,-9.0,-65.0,-71.0,28.0
57825,GB,United Kingdom,Aberdeen City,2020-04-08,-80.0,-32.0,-32.0,-67.0,-71.0,29.0
57826,GB,United Kingdom,Aberdeen City,2020-04-09,-80.0,-24.0,-19.0,-67.0,-72.0,29.0
57827,GB,United Kingdom,Aberdeen City,2020-04-10,-80.0,-25.0,-28.0,-68.0,-73.0,30.0
57828,GB,United Kingdom,Aberdeen City,2020-04-11,-85.0,-25.0,-2.0,-64.0,-61.0,
57829,GB,United Kingdom,Aberdeen City,2020-04-12,-87.0,-42.0,-46.0,-72.0,-58.0,
57830,GB,United Kingdom,Aberdeen City,2020-04-13,-82.0,-38.0,-20.0,-72.0,-76.0,30.0
57831,GB,United Kingdom,Aberdeen City,2020-04-14,-79.0,-29.0,-9.0,-64.0,-71.0,28.0
57832,GB,United Kingdom,Aberdeen City,2020-04-15,-78.0,-27.0,9.0,-65.0,-71.0,28.0
57833,GB,United Kingdom,Aberdeen City,2020-04-16,-80.0,-29.0,-16.0,-66.0,-71.0,29.0
57834,GB,United Kingdom,Aberdeen City,2020-04-17,-80.0,-27.0,-6.0,-67.0,-71.0,30.0
57835,GB,United Kingdom,Aberdeen City,2020-04-18,-86.0,-29.0,-4.0,-68.0,-58.0,
57836,GB,United Kingdom,Aberdeen City,2020-04-19,-84.0,-33.0,12.0,-65.0,-54.0,
57837,GB,United Kingdom,Aberdeen City,2020-04-20,-78.0,-31.0,32.0,-65.0,-70.0,27.0
57838,GB,United Kingdom,Aberdeen City,2020-04-21,-79.0,-29.0,33.0,-65.0,-69.0,27.0
57839,GB,United Kingdom,Aberdeen City,2020-04-22,-80.0,-30.0,15.0,-67.0,-69.0,28.0
57840,GB,United Kingdom,Aberdeen City,2020-04-23,-81.0,-26.0,42.0,-66.0,-69.0,28.0
57841,GB,United Kingdom,Aberdeen City,2020-04-24,-81.0,-27.0,-7.0,-70.0,-68.0,29.0
57842,GB,United Kingdom,Aberdeen City,2020-04-25,-85.0,-27.0,-7.0,-69.0,-56.0,
57843,GB,United Kingdom,Aberdeen City,2020-04-26,-84.0,-34.0,-28.0,-70.0,-55.0,
57844,GB,United Kingdom,Aberdeen City,2020-04-27,-80.0,-32.0,-13.0,-68.0,-69.0,27.0
57845,GB,United Kingdom,Aberdeen City,2020-04-28,-80.0,-29.0,8.0,-65.0,-69.0,25.0
57846,GB,United Kingdom,Aberdeen City,2020-04-29,-80.0,-29.0,10.0,-64.0,-68.0,28.0
57847,GB,United Kingdom,Aberdeen City,2020-04-30,-79.0,-27.0,1.0,-68.0,-69.0,29.0
57848,GB,United Kingdom,Aberdeen City,2020-05-01,-79.0,-27.0,5.0,-67.0,-68.0,28.0
57849,GB,United Kingdom,Aberdeen City,2020-05-02,-84.0,-26.0,-18.0,-68.0,-56.0,
57850,GB,United Kingdom,Aberdeen City,2020-05-03,-81.0,-33.0,-4.0,-67.0,-51.0,
57851,GB,United Kingdom,Aberdeen City,2020-05-04,-75.0,-28.0,40.0,-66.0,-67.0,26.0
57852,GB,United Kingdom,Aberdeen City,2020-05-05,-77.0,-27.0,34.0,-65.0,-67.0,26.0
57853,GB,United Kingdom,Aberdeen City,2020-05-06,-76.0,-22.0,48.0,-63.0,-67.0,27.0
57854,GB,United Kingdom,Aberdeen City,2020-05-07,-77.0,-19.0,53.0,-65.0,-68.0,27.0
57855,GB,United Kingdom,Aberdeen City,2020-05-08,-79.0,-25.0,-5.0,-71.0,-74.0,30.0
57856,GB,United Kingdom,Aberdeen City,2020-05-09,-84.0,-29.0,-10.0,-68.0,-56.0,
57857,GB,United Kingdom,Aberdeen City,2020-05-10,-82.0,-31.0,-30.0,-71.0,-49.0,
57858,GB,United Kingdom,Aberdeen City,2020-05-11,-74.0,-26.0,14.0,-67.0,-67.0,26.0
57859,GB,United Kingdom,Aberdeen City,2020-05-12,-78.0,-29.0,-22.0,-69.0,-67.0,27.0
57860,GB,United Kingdom,Aberdeen City,2020-05-13,-78.0,-26.0,-16.0,-66.0,-66.0,27.0
57861,GB,United Kingdom,Aberdeen City,2020-05-14,-76.0,-22.0,9.0,-66.0,-67.0,26.0
57862,GB,United Kingdom,Aberdeen City,2020-05-15,-77.0,-23.0,8.0,-67.0,-66.0,28.0
57863,GB,United Kingdom,Aberdeen City,2020-05-16,-81.0,-24.0,18.0,-64.0,-52.0,18.0
57864,GB,United Kingdom,Aberdeen City,2020-05-17,-80.0,-30.0,-9.0,-66.0,-47.0,
57865,GB,United Kingdom,Aberdeen City,2020-05-18,-72.0,-24.0,42.0,-61.0,-66.0,25.0
57866,GB,United Kingdom,Aberdeen City,2020-05-19,-74.0,-22.0,73.0,-61.0,-65.0,25.0
57867,GB,United Kingdom,Aberdeen City,2020-05-20,-73.0,-19.0,82.0,-59.0,-65.0,26.0
57868,GB,United Kingdom,Aberdeen City,2020-05-21,-74.0,-20.0,52.0,-65.0,-65.0,26.0
57869,GB,United Kingdom,Aberdeen City,2020-05-22,-75.0,-21.0,-17.0,-67.0,-65.0,28.0
57870,GB,United Kingdom,Aberdeen City,2020-05-23,-80.0,-22.0,9.0,-65.0,-49.0,18.0
57871,GB,United Kingdom,Aberdeen City,2020-05-24,-78.0,-26.0,35.0,-63.0,-44.0,
57872,GB,United Kingdom,Aberdeen City,2020-05-25,-70.0,-23.0,86.0,-63.0,-66.0,25.0
57873,GB,United Kingdom,Aberdeen City,2020-05-26,-71.0,-21.0,,-60.0,-63.0,24.0
57874,GB,United Kingdom,Aberdeen City,2020-05-27,-73.0,-21.0,59.0,-60.0,-63.0,25.0
57875,GB,United Kingdom,Aberdeen City,2020-05-28,-71.0,-16.0,102.0,-61.0,-63.0,25.0
57876,GB,United Kingdom,Aberdeen City,2020-05-29,-71.0,-10.0,152.0,-57.0,-62.0,23.0
57877,GB,United Kingdom,Aberdeen City,2020-05-30,-77.0,-16.0,114.0,-57.0,-40.0,13.0
57878,GB,United Kingdom,Aberdeen City,2020-05-31,-73.0,-16.0,109.0,-53.0,-34.0,8.0
57879,GB,United Kingdom,Aberdeen City,2020-06-01,-65.0,-15.0,,-56.0,-61.0,21.0
57880,GB,United Kingdom,Aberdeen City,2020-06-02,-69.0,-25.0,15.0,-63.0,-61.0,24.0
57881,GB,United Kingdom,Aberdeen City,2020-06-03,-73.0,-24.0,-16.0,-63.0,-61.0,26.0
57882,GB,United Kingdom,Aberdeen City,2020-06-04,-71.0,-18.0,41.0,-63.0,-61.0,25.0
57883,GB,United Kingdom,Aberdeen City,2020-06-05,-74.0,-25.0,-27.0,-70.0,-61.0,27.0
57884,GB,United Kingdom,Aberdeen City,2020-06-06,-76.0,-19.0,100.0,-61.0,-40.0,14.0
57885,GB,United Kingdom,Aberdeen City,2020-06-07,-74.0,-25.0,15.0,-65.0,-36.0,
57886,GB,United Kingdom,Aberdeen City,2020-06-08,-65.0,-20.0,81.0,-60.0,-59.0,23.0
57887,GB,United Kingdom,Aberdeen City,2020-06-09,-67.0,-21.0,78.0,-60.0,-60.0,23.0
57888,GB,United Kingdom,Aberdeen City,2020-06-10,-71.0,-24.0,-4.0,-66.0,-60.0,25.0
57889,GB,United Kingdom,Aberdeen City,2020-06-11,-67.0,-13.0,,-59.0,-59.0,23.0
57890,GB,United Kingdom,Aberdeen City,2020-06-12,-70.0,-19.0,32.0,-64.0,-59.0,25.0
57891,GB,United Kingdom,Aberdeen City,2020-06-13,-75.0,-22.0,19.0,-62.0,-40.0,16.0
57892,GB,United Kingdom,Aberdeen City,2020-06-14,-72.0,-23.0,25.0,-65.0,-32.0,12.0
57893,GB,United Kingdom,Aberdeenshire,2020-02-15,-9.0,-4.0,-25.0,-5.0,-7.0,2.0
57894,GB,United Kingdom,Aberdeenshire,2020-02-16,1.0,-3.0,-6.0,1.0,-3.0,0.0
57895,GB,United Kingdom,Aberdeenshire,2020-02-17,6.0,4.0,28.0,1.0,-17.0,2.0
57896,GB,United Kingdom,Aberdeenshire,2020-02-18,8.0,3.0,23.0,1.0,-11.0,1.0
57897,GB,United Kingdom,Aberdeenshire,2020-02-19,3.0,0.0,13.0,-7.0,-10.0,2.0
57898,GB,United Kingdom,Aberdeenshire,2020-02-20,4.0,2.0,10.0,4.0,1.0,0.0
57899,GB,United Kingdom,Aberdeenshire,2020-02-21,4.0,0.0,1.0,3.0,0.0,1.0
57900,GB,United Kingdom,Aberdeenshire,2020-02-22,0.0,-1.0,-1.0,6.0,0.0,1.0
57901,GB,United Kingdom,Aberdeenshire,2020-02-23,5.0,1.0,15.0,9.0,4.0,-1.0
57902,GB,United Kingdom,Aberdeenshire,2020-02-24,-11.0,-5.0,-13.0,-8.0,0.0,2.0
57903,GB,United Kingdom,Aberdeenshire,2020-02-25,2.0,5.0,8.0,1.0,1.0,1.0
57904,GB,United Kingdom,Aberdeenshire,2020-02-26,1.0,0.0,3.0,-1.0,2.0,1.0
57905,GB,United Kingdom,Aberdeenshire,2020-02-27,9.0,4.0,3.0,-4.0,2.0,0.0
57906,GB,United Kingdom,Aberdeenshire,2020-02-28,4.0,0.0,-10.0,2.0,0.0,1.0
57907,GB,United Kingdom,Aberdeenshire,2020-02-29,9.0,3.0,-1.0,6.0,0.0,0.0
57908,GB,United Kingdom,Aberdeenshire,2020-03-01,13.0,2.0,5.0,5.0,-1.0,0.0
57909,GB,United Kingdom,Aberdeenshire,2020-03-02,9.0,2.0,18.0,0.0,1.0,0.0
57910,GB,United Kingdom,Aberdeenshire,2020-03-03,11.0,-2.0,29.0,-1.0,2.0,0.0
57911,GB,United Kingdom,Aberdeenshire,2020-03-04,10.0,-2.0,29.0,1.0,2.0,0.0
57912,GB,United Kingdom,Aberdeenshire,2020-03-05,14.0,0.0,36.0,5.0,3.0,0.0
57913,GB,United Kingdom,Aberdeenshire,2020-03-06,12.0,-2.0,35.0,1.0,2.0,0.0
57914,GB,United Kingdom,Aberdeenshire,2020-03-07,6.0,-2.0,15.0,0.0,1.0,0.0
57915,GB,United Kingdom,Aberdeenshire,2020-03-08,13.0,-2.0,45.0,18.0,1.0,-2.0
