Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",CurrentlyFarm,Age,MaritalStatus,NumberInHousehold,Children<12,CurrentlyOnFoodStamps,Education,Approximate / annual household income before taxes in 2012,0,1,2,3,4,5,6,7,8,9,Cluster,Race,State
2.0,1.0,4.0,2.0,6.0,1.0,5.0,7.0,3.0,2.0,6.0,5.0,5.0,2.0,2.0,5.0,1.0,-0.7424784095067841,0.8780975657339694,2.6542004857305064,-0.9307310284464002,0.028168473464451844,2.5305219578226765,-1.2776821889699543,-0.12950079013684035,-2.400573535854777,-0.8664062529446362,1,1.0,5.0
5.0,2.0,3.0,6.0,5.0,7.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,-0.061563549291295254,2.1141406330473744,0.520438652279815,2.5507744835760535,-0.2858195353576095,-0.889789156889544,0.17455340747150302,1.0717482001328236,0.9954509915348282,1.623173517569227,4,1.0,10.0
3.0,2.0,3.0,6.0,4.0,7.0,1.0,2.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,1.0,-1.9380381467314864,0.7447149512256684,-1.2838592611917838,0.4767238505765459,1.3380328151231504,1.7702373165446281,-1.38613667088746,0.10103644114976862,-0.031946467707849244,-0.009079153572232561,1,1.0,44.0
2.0,1.0,3.0,6.0,1.0,7.0,4.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,-1.2942408948286108,1.7624998660436295,-2.2080515981264104,0.24732252550728995,1.4385848665579288,-1.8881896652142973,0.3103523511371872,0.24132355968891986,-0.4074361272529831,0.17418173046518817,7,1.0,50.0
6.0,2.0,1.0,3.0,5.0,6.0,7.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,-1.2533767919350454,-0.08733944634348197,0.6705333953619043,-1.233785929789364,-0.8927890823198584,-0.3220147248870885,-0.09692015125378203,-1.2858655962690666,0.06817557463309307,0.8704236058451718,6,1.0,10.0
6.0,7.0,3.0,2.0,5.0,6.0,7.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,5.0,1.9459742514004084,0.6196266342490487,2.1682068701338664,-1.1636979873547377,-0.2211471640777664,-0.8300672259186687,0.21725610177513657,0.5612457097254774,0.9736056854285811,1.4801637413005857,3,1.0,10.0
6.0,3.0,4.0,2.0,3.0,7.0,6.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,6.0,8.0,-0.7649641183015645,-2.520050488033585,0.6473236428142594,-1.3675448074062915,-0.012515457481427536,-0.6778990496640905,0.7309409114287254,-0.39925722518810725,-0.6703700837237371,0.3237230001059406,0,1.0,49.0
5.0,5.0,1.0,3.0,2.0,5.0,6.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,1.84556386214946,2.9047738282813294,0.022764839087338843,-1.3471003495074607,3.338374818923629,-1.6660345769931961,1.2565939868037446,-0.48270360061419626,1.7944924310474304,-0.8912536919641331,5,1.0,5.0
6.0,6.0,3.0,6.0,4.0,2.0,7.0,5.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,4.0,2.361863270001342,0.36584165138879554,0.6014600233568423,-0.8059087726501133,-1.008766057700668,0.4694217487848665,0.5315269879334104,-0.005731067109447329,-1.5088101851924354,1.8239325920240086,3,1.0,15.0
6.0,3.0,6.0,1.0,3.0,7.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,-0.8913573684304789,-1.5562733630913328,0.6994145145308784,-0.864320475781751,-0.46034421039852497,-0.9306695464225098,-0.1752568022731009,1.452774353470523,0.28972964506128623,-0.49687258572021437,6,1.0,23.0
3.0,6.0,4.0,1.0,2.0,6.0,7.0,5.0,3.0,2.0,6.0,4.0,1.0,2.0,2.0,5.0,4.0,-1.5636913268318975,-1.1739851602973796,0.5731586011775734,-2.5991218922065737,0.9225120692608397,-0.11077638103980401,0.22583482561237012,0.33662403812285796,-0.6000336737278469,-0.910186723499248,1,1.0,3.0
4.0,4.0,7.0,2.0,1.0,6.0,5.0,3.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,7.0,-0.4512538406666441,-1.8572955877110486,-0.9344956682759882,-1.2861140715021722,0.4452450358006031,-0.7824829443182448,-0.1508363450954707,1.587940532812834,-0.4592928791286373,-1.2986994171416526,0,1.0,23.0
2.0,2.0,5.0,3.0,4.0,7.0,6.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,-0.9954328513042252,-0.41456289532413176,-0.6038139222798152,-0.6392489612998342,-0.09692471460439911,-1.9030130826713096,-1.7218641301788866,0.07272554262513335,-0.9308472381132571,0.4386751178173202,7,1.0,39.0
5.0,5.0,3.0,6.0,1.0,7.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,6.0,0.11663669019878209,-0.5360600645778759,-2.3328511956425917,-0.9827746182434242,0.8406718142176096,0.8277949822558032,0.3913817530029125,0.09397957014087217,0.03605362375274279,0.20261674830537904,7,1.0,23.0
7.0,6.0,3.0,6.0,4.0,1.0,2.0,7.0,5.0,2.0,3.0,2.0,5.0,1.0,2.0,6.0,7.0,3.5590165132882365,-0.15038280694151046,0.1195743095328562,0.9738321313021587,-0.40944967785397174,2.0373732330061665,1.3579103057016861,-0.7546116257208043,-1.2975544165522215,-0.3209308027589538,3,1.0,3.0
6.0,5.0,6.0,4.0,5.0,7.0,2.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,8.0,-0.036650296579742996,-2.6300955707289204,-0.8379949318610672,0.3948031150396785,0.49773146588235306,0.006155251113916948,-1.464133675412898,0.5646514791951486,0.9927646230305589,0.32447733064803663,0,1.0,18.0
3.0,1.0,2.0,5.0,1.0,7.0,3.0,6.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,-2.6837747039397715,0.6035108933168927,-0.7817540227250271,0.17920006010373996,-0.035829019017581856,0.7238965295897952,1.5226541896581536,0.8606086286079688,-0.24690713948673906,-0.46988739256497086,4,1.0,23.0
8.0,8.0,3.0,2.0,4.0,7.0,6.0,5.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,0.16252034253268213,-0.47422216119136795,1.8100505631188915,-1.179725097432183,0.4063062587151797,-1.1497937860557537,1.1243463533144165,0.6234868007922304,1.8685245971189908,1.2510145001823607,6,1.0,48.0
7.0,2.0,2.0,5.0,1.0,7.0,4.0,3.0,6.0,2.0,6.0,2.0,2.0,2.0,2.0,7.0,4.0,-0.8430559575762847,-0.6865872260011114,-2.2564820106735555,-0.920074725212489,0.5021655643069576,0.42870816258299554,1.1025079404774405,-1.145685871331006,-0.013269334259804099,-0.5524326255528725,7,1.0,10.0
6.0,2.0,3.0,2.0,7.0,4.0,6.0,5.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,0.8427939518340967,0.5852005210513523,2.564839721624257,-0.2720144082429922,-1.8882223354334182,0.461476474083929,-0.8962579575228837,0.16670806552218403,-0.20637755055331614,0.7943356349906393,2,1.0,31.0
3.0,1.0,2.0,4.0,6.0,5.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,-1.506456506874257,1.4696376021595816,1.0087364571889421,2.6469150882509904,-0.9476121127367768,-0.9378937021965594,0.06862324985848033,-0.4039300080310923,-0.4900210650585634,-0.3846512892222275,4,1.0,23.0
4.0,5.0,6.0,3.0,5.0,7.0,4.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,5.0,4.0,-0.9119584287846492,-1.8959737026092294,-0.4628132450218568,-0.01604090538969476,0.2661078560906617,-1.6194898463004113,-1.688259924474747,0.3067455797464827,0.2841122922686712,0.39135937489821737,0,1.0,48.0
7.0,6.0,5.0,1.0,3.0,7.0,6.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,0.006839499358404619,-1.1125844650548933,-0.2649469844462913,-1.515129568879818,-0.617906287571208,-1.0963140746048337,-0.47602420262311235,1.0327619694454613,1.5746241988543408,-0.6958963503344803,0,1.0,11.0
9.0,1.0,3.0,2.0,7.0,6.0,5.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,3.0,1.542418645282594,1.2300628832039084,2.9488766189875744,-0.020701912747176667,-0.9398564884482641,0.13411985214326796,-0.5194913414509639,0.2375057689302575,1.0073958108847794,1.5802011690615236,2,1.0,13.0
3.0,1.0,1.0,5.0,6.0,7.0,3.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,-1.5087452571972453,0.7043013814132186,-0.6495162835277705,0.7958430210069303,-0.40521269308287117,0.3553181124888137,-1.265845339904946,-1.3552666625454717,0.3326367073207709,0.5778953000159515,4,1.0,33.0
3.0,6.0,1.0,7.0,6.0,3.0,2.0,4.0,5.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,3.0,1.1135673452950499,2.4340428993425958,0.179302698705261,1.243309507080908,1.0318440424423685,1.4541845155450344,-0.32097404209294705,-0.3367428735484436,0.5409107465844176,0.8893022597279672,2,1.0,5.0
4.0,2.0,6.0,2.0,1.0,5.0,7.0,4.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,-1.4342583325874132,-0.0973383267873579,-0.1046949087702114,-1.8098162187586309,-0.23263221717815422,-0.8945777524036029,-0.015901889447314996,1.6501310368542168,-1.095566681828362,-0.8341125472288932,6,1.0,3.0
9.0,6.0,3.0,5.0,7.0,4.0,1.0,2.0,6.0,2.0,6.0,2.0,5.0,1.0,2.0,5.0,5.0,2.7925066340031446,-0.6807556080213485,-0.27676018704596617,0.9059577191315992,-0.4257373455071347,2.457361067524078,-1.0493328014369976,-1.1185710547800742,1.352895141223888,0.03791360833474885,3,3.0,29.0
4.0,2.0,6.0,2.0,7.0,1.0,3.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.6421015928437617,1.4873230377314741,1.1316824190939603,1.4297357436616822,-1.3081547701937808,-0.6166336795564583,-2.257531946531979,0.8892063952239082,-0.6948051007895485,-1.5836348737904062,2,1.0,10.0
6.0,4.0,5.0,1.0,7.0,3.0,6.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,1.6372459670691328,0.1615067468477524,2.385660603538573,-0.5755776415397931,-1.5164720962338911,0.13808555419468263,-1.5991824937699808,0.4910437753518868,-0.22956514792940716,0.026392512119182327,2,1.0,17.0
5.0,6.0,3.0,7.0,1.0,2.0,5.0,6.0,4.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,9.0,0.5083703061985536,-1.0033505585629436,-1.426383615978744,-0.7720321574128002,0.29415021660014473,1.1915338768070491,1.7329722503181682,0.533569677378158,-0.9135243744585921,0.16874830579617084,0,1.0,6.0
4.0,1.0,1.0,2.0,6.0,7.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,-3.02669662487023,0.7320703027156037,1.3793963918937506,-0.3988997742386941,0.465115294360708,1.6447703035808177,-1.0054284194020742,-0.6971132999807789,0.5811069470607391,-0.6558306094303038,1,1.0,5.0
2.0,2.0,1.0,6.0,3.0,7.0,4.0,5.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,-1.6375493744304261,0.2401426992556914,-0.5531204974436249,0.34967831443064473,-0.06320951816316868,0.0442306505082277,0.9058052514851411,-0.9084297884105249,-1.171849980677742,1.0817064947792323,4,1.0,28.0
5.0,6.0,6.0,3.0,5.0,7.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,6.0,0.149929756809715,-1.8957405582531772,-0.5412622301739012,1.0017318758921536,0.4295060769766462,-0.4798780952985715,-1.268907723852752,0.553653511192925,1.002939550031832,-0.5805597576203283,0,1.0,41.0
7.0,1.0,2.0,4.0,3.0,6.0,7.0,5.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,4.0,2.0,-1.8006922357291797,0.937048852990553,1.1997608775454023,-1.6774704888485292,0.7633652568402911,-0.15617693995738463,0.8022380169668143,0.5354136648419058,0.21314226687156618,1.6005905840068528,1,2.0,14.0
4.0,1.0,1.0,3.0,4.0,5.0,7.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,-1.930842494075922,2.295029804220836,1.9992299607123627,-1.5537839684853874,0.6318969720495963,0.3999484143666641,0.31679353875646016,0.2961918255236055,-0.13535185763801524,0.8237160239969844,1,1.0,6.0
3.0,1.0,1.0,3.0,4.0,7.0,6.0,5.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,-2.5182128136674873,1.13315342964616,0.4968084421794383,-0.145063548854403,-1.1451892998038735,-1.5042788341838111,0.3100029599930627,-0.4261223728752223,-0.15118249872622377,0.3669845314950052,6,1.0,5.0
2.0,1.0,1.0,6.0,3.0,7.0,5.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,9.0,-2.025536682225165,-0.25512817333478655,-0.911203030908518,-0.1751994294988388,-0.25550821617930464,0.2593442225405333,0.4350103389252373,-0.12310142251185867,-0.4003640189027735,1.1774977299888165,4,1.0,26.0
6.0,1.0,1.0,7.0,3.0,4.0,2.0,6.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,-0.4378774682717216,1.4627351960432984,-0.9141555129341384,1.280471737823086,-0.7673312231743495,1.3627480981830382,1.2401137084426521,-0.09904185876869383,-0.18609789575883393,0.041399488029779066,4,1.0,26.0
4.0,1.0,2.0,3.0,6.0,5.0,1.0,7.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,-1.0465546843258269,0.47303605114107333,1.3154709389214208,1.765844817632525,-0.734317891284679,0.8250578159188859,0.10864711688925428,-0.581065231038813,-0.10124879406957632,-0.9072784667546911,4,1.0,18.0
6.0,4.0,6.0,4.0,2.0,7.0,3.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,7.0,-0.830673652620295,-2.270810737163505,0.03146671029284418,0.031935015394905654,0.15893433477922397,-0.0994549193873962,0.8494235743301285,1.8286823658632025,-0.08067961895712442,0.44080503680520045,0,1.0,38.0
4.0,5.0,7.0,2.0,4.0,5.0,3.0,1.0,6.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,4.0,2.2072292747529825,-0.2617822454178903,-0.7212997376788681,0.0587037156552608,0.023311827184537982,-0.4078748890584633,-1.7965568145892545,0.5844303016978977,-0.39328867320700894,-1.5894102820230378,3,1.0,3.0
5.0,5.0,4.0,7.0,2.0,5.0,3.0,1.0,6.0,1.0,3.0,2.0,4.0,1.0,1.0,7.0,5.0,3.4733242089111362,1.5830398944650186,-1.5843569315070454,-0.03403036018705565,4.380656536636194,-0.8950393385418446,0.3465617483740674,-0.6562468347289966,0.3067328970338102,0.6449981463066513,5,1.0,1.0
6.0,2.0,3.0,1.0,5.0,7.0,4.0,6.0,2.0,1.0,6.0,5.0,2.0,2.0,2.0,6.0,5.0,-0.9349577588294747,-1.1647589386376904,2.5212739624827796,-1.4169814459854382,3.4893435363942986,0.4199518515837252,0.14792762504034568,-1.3278164840955737,0.32231515328071464,-0.2096992331651843,1,1.0,5.0
4.0,1.0,4.0,3.0,5.0,7.0,1.0,6.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,-2.4031489931622887,0.9595494176097796,2.0455767838103505,0.9349325505872703,1.7495689907019403,0.41427332321967086,-0.30587868398687645,1.137828257914942,0.2377462917370303,0.15900940294606258,1,1.0,10.0
6.0,5.0,2.0,5.0,6.0,7.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,-0.23884711206158257,-0.04244723785434258,-0.5730857840296743,0.23166857788264195,-0.8064258865162015,0.058040534013168096,-1.2046338659971958,-0.3868477992219483,1.673416857694845,1.3781555015481493,7,1.0,34.0
7.0,3.0,1.0,5.0,3.0,7.0,4.0,2.0,6.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,5.0,-0.9476750399960682,-0.06918145177665153,-1.8557398829360408,-0.5800074435480367,-0.3145902862565268,0.8655729983311603,0.19930944241743942,-0.4806033760592048,1.7290451104577615,-0.12137597092258645,7,1.0,5.0
3.0,3.0,2.0,1.0,4.0,7.0,5.0,6.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,1.5668230710346873,2.948405735050761,2.695240076156932,-0.0910816923414796,2.44112249251009,-2.266938317439902,1.0808511360058468,-0.30169126835843935,0.7515841766499936,-0.09126105371981405,5,1.0,5.0
4.0,5.0,2.0,5.0,7.0,6.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,4.0,0.8826070242636807,0.40651610784858866,0.8239716125473864,1.9303389308761558,-1.790161544312034,-0.726667175896369,-0.4346921099901639,-0.537175467739068,0.4092355507497105,1.7249927938080645,2,1.0,18.0
1.0,5.0,6.0,2.0,7.0,4.0,5.0,3.0,1.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0074506556655218,1.9850597958337401,3.1018479974487834,-0.5889271138865738,0.9627993165611668,0.7686389997151503,-2.684940275654249,1.8992662672171516,-0.6066733862336632,0.9511600921919626,2,1.0,3.0
4.0,6.0,7.0,4.0,3.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,2.320035196629633,0.19453017567008618,-1.1937464343971125,1.1993290346860652,-0.14321087860293072,0.13650635243813194,-0.9722902374689151,1.991387481362231,0.20986065334150217,-1.3128625895877508,3,1.0,47.0
7.0,3.0,7.0,1.0,3.0,6.0,5.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,7.0,8.0,-0.06558410273918867,-3.1948512956231507,0.7117246127175916,-1.8203394933876302,0.9972280248793318,0.11094690262702453,-0.4605625684411573,0.3630254273426486,-1.0541787487789884,-0.5891362342918127,0,1.0,38.0
9.0,8.0,2.0,3.0,6.0,7.0,5.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,3.2328982379162214,1.4386346444109903,1.137265953684813,-0.7316766643120853,2.7704104641176426,-1.6043264249591842,-0.29322572999720947,-0.8662388443175174,3.5303417861205277,1.34411662741061,5,1.0,5.0
6.0,2.0,1.0,4.0,6.0,5.0,7.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,0.1455996989907985,0.8914807140445028,0.11232106982293398,-0.7615052504998462,-1.779556866092512,0.043764655432987624,-1.1029035306578612,-0.8586831871671216,0.7197918423515467,1.1742948151053796,2,1.0,26.0
5.0,6.0,3.0,1.0,6.0,7.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,6.0,7.0,-0.6397931372869099,-2.128874936008447,1.0749753229285453,-0.11981530781016923,1.09399870793396,0.5112969278930475,-0.5245439924845978,-1.4176899436450412,0.5744110482725684,-1.0995851307482214,0,1.0,5.0
8.0,7.0,2.0,4.0,7.0,3.0,1.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0,2.7529647591372393,0.5918115607811907,0.8624955236200677,1.2953657845615183,1.3766256539111306,0.2691354324484517,-0.013224890203802412,-1.8298344745638502,0.8613700330429666,-0.39398099411394516,5,1.0,17.0
6.0,8.0,1.0,7.0,2.0,3.0,6.0,5.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,6.0,2.809775186603397,0.3740216696388858,-1.3495992269318053,-0.47021368217669873,-0.6405215304593611,-0.06294609904539583,1.9538009384017219,-1.062949048561169,-0.8715563497830452,0.9344549000328392,3,1.0,44.0
4.0,2.0,1.0,6.0,5.0,7.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,-1.6277359948233123,0.41619398934984103,-0.9913492542061737,1.0518464266480316,0.11731855403626172,0.44808858483132863,-0.3880277385046785,-1.3393089447613866,0.19582445511886884,0.6332185549158863,4,1.0,26.0
1.0,1.0,4.0,1.0,6.0,3.0,7.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,6.0,6.0,1.9621996937745838,0.7935027877499378,1.8504479133897231,-0.07730975199800873,-1.5939706916737075,-1.607871259939827,-1.088602956599598,-1.2501004340207573,-2.9263377543863407,-0.38525189750840866,2,1.0,31.0
4.0,1.0,5.0,4.0,3.0,7.0,1.0,2.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,9.0,-0.8545517492365472,-0.9910357860928433,-1.7930711932767913,0.8930011256318046,0.3163707816477497,0.31526000605531856,-0.8587504973449342,0.9181192279781818,0.6394235582056254,-1.341208542939479,0,1.0,10.0
7.0,4.0,1.0,7.0,3.0,6.0,5.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,-1.1681588094699313,-0.005445296395367491,-0.8059083253214269,-0.4488034461415576,-0.5461639771007698,0.8344253104563403,1.018907392716942,0.15097697194821413,0.719851284581322,1.868069523625354,7,1.0,14.0
5.0,1.0,4.0,3.0,1.0,7.0,2.0,5.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,-1.5721145399020031,0.14379570533765673,-1.0012684303952037,0.28165917422022846,0.015006799418675613,0.18301611035966384,0.9450610823975327,0.9801193834701455,0.19186461979602126,-1.8836489053803112,4,1.0,5.0
6.0,3.0,6.0,5.0,3.0,1.0,4.0,7.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,6.0,3.634365813158733,1.3082549747243615,1.8753314217126846,0.2931419508401159,3.5243353531452937,-1.267368667359545,1.237258784767786,0.616830599035217,-1.6093660234557763,0.6109936153615146,5,1.0,36.0
7.0,8.0,6.0,5.0,3.0,7.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,9.0,1.5773312439881633,-2.8403517701149603,-1.9124971663265586,0.23557697042384906,0.5721285127843584,-0.14026613049433428,-0.3171174038922106,0.5997112815629821,1.0940742821225562,0.268534761376532,0,1.0,25.0
2.0,1.0,3.0,5.0,1.0,7.0,2.0,6.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,-2.3674616205632346,1.3461624271934274,-0.7984180608878004,1.0431555253942253,-0.11828092412994638,-0.1023278354159741,1.2287770996120253,1.2910735326323606,-0.6508572927388884,-0.6965271622272707,4,1.0,44.0
8.0,4.0,3.0,5.0,2.0,7.0,4.0,1.0,6.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,7.0,0.03367584604851393,-0.8850477676245194,-2.0954807872195613,-1.3908721636328623,0.34452638119797035,1.7683777743172175,-0.17897438809716346,0.5070061671740748,1.629737015999392,-0.11986821173570954,0,1.0,5.0
8.0,1.0,4.0,3.0,6.0,1.0,5.0,7.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,1.9910395388387605,2.5804184861369386,3.341991859710544,0.22525140348404482,-1.064372877367074,1.0379788254797473,0.0654964476048356,1.4256181838707287,-0.3407802285933418,0.6549541588930297,2,1.0,23.0
8.0,4.0,6.0,4.0,3.0,7.0,1.0,5.0,2.0,2.0,6.0,4.0,2.0,2.0,2.0,6.0,4.0,-0.8017218320324409,-2.5521797366214876,0.3312310564050311,0.02675123483656903,1.2996948200779823,1.3670263561633225,0.413847706290334,0.8203190577430164,-0.21151317267166794,0.1411084949833248,0,1.0,10.0
6.0,2.0,6.0,2.0,4.0,7.0,5.0,1.0,3.0,2.0,7.0,5.0,5.0,2.0,2.0,2.0,3.0,-0.8929357024289238,-0.7643173286168367,0.4972287994758532,-1.848244940457351,-0.027914585062891364,1.9250332178165983,-1.98288924537763,1.8557691719883231,0.7857091650763265,0.051906122503682296,1,1.0,5.0
3.0,1.0,2.0,6.0,4.0,5.0,1.0,3.0,7.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,0.25116987426423243,3.440031626284665,-1.1779726856604429,2.2177381985593128,0.1526820754609944,-0.4150215143825337,-0.22626208102102885,0.07998185876380166,0.6187953247396382,-0.44538748668491385,2,1.0,23.0
9.0,1.0,6.0,5.0,2.0,7.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,6.0,-0.3432256643069522,-1.4507444495437092,-1.8704951576407063,-0.20660028965265315,-0.10824060208036235,0.22130901828393307,-0.4559113319164688,1.623213677202099,0.9402218689981359,0.16539366381982495,0,1.0,39.0
6.0,1.0,1.0,5.0,4.0,7.0,3.0,6.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,5.0,1.0,-1.8100114366948927,0.2307786372875896,0.2655635665217097,0.9441858210660476,-0.7354863088293278,-0.18992872114274365,1.2486364350671169,-0.9366338928812865,-0.19828081681002388,0.8443515739615856,4,1.0,5.0
9.0,3.0,1.0,6.0,2.0,5.0,7.0,4.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,7.0,9.0,1.090725232331988,-1.4877875703627468,-1.2295849534182843,-1.7091861915319084,-0.6000905544509717,0.8425682043413939,1.6920148272556046,-1.5491430264950379,-0.4453985222453106,1.368081365748415,3,1.0,36.0
9.0,3.0,5.0,4.0,1.0,7.0,2.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-0.10635322097803661,-0.0869121041328537,-0.3402739901224458,1.1514141649514815,-1.1941142189539362,-1.032472688796187,1.9350431350667852,2.162145482908874,0.8136829603931608,-0.31541402257744483,4,1.0,49.0
9.0,2.0,1.0,7.0,2.0,4.0,6.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,0.5004316199233815,1.184614619340583,-1.726629780280453,-0.8967414784320323,-1.5466693565510814,1.4473377422697282,0.9281391952230291,0.46290161248359707,0.9974703043651486,0.908031309689346,7,1.0,43.0
5.0,2.0,1.0,6.0,2.0,7.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,-1.590397314642313,2.0617007005500665,-0.20303822436892233,0.13521701700359173,0.6628129239163747,-0.2074051428127159,1.5402974822949003,0.606224943216666,0.628590627795587,1.2014933490907829,4,1.0,19.0
4.0,3.0,4.0,1.0,5.0,7.0,3.0,6.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,7.0,6.0,-0.9618555165281761,-2.0775635646209403,1.38265838974366,0.2309408154209226,0.33089997587626385,-0.7626913667070339,0.12738750056995143,-1.2301728090871662,-0.9439151589757148,-0.675506614809585,0,1.0,5.0
5.0,2.0,7.0,5.0,6.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,6.0,5.0,1.4097930949665018,-0.8397434164922192,-0.7883243436426889,1.155681992689692,-0.01317637469697353,0.15201766366911384,-2.4988716348043543,0.11432079288653245,-1.0350313153259467,-0.0012044206709296745,3,1.0,3.0
2.0,6.0,6.0,4.0,2.0,7.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,7.0,0.10248848951002865,-1.9411679381145184,-2.09885554571124,-0.44052538590995344,0.8176326182721334,-2.68072339738836,-0.6428820886038215,-0.09199525544146982,-1.0559131395439874,0.010892391129828092,0,1.0,23.0
1.0,1.0,3.0,7.0,1.0,5.0,4.0,2.0,6.0,2.0,5.0,4.0,1.0,2.0,1.0,3.0,1.0,-2.223307572884283,2.764006416054321,-1.996025390250943,-0.7391814189582256,2.3882158965100215,0.7948360213107251,-0.5669059344922918,1.3262852975475552,-0.44103051780160646,-0.013712299513962562,1,1.0,36.0
